grmd,md_name,tex_text
573,"CLOSTRIDIISALIBACTER PAUCIVORANS MEDIUM","\mono{KH$_2$PO$_4$}                                           {0.3}{g}
\mono{K$_2$HPO$_4$}                                           {0.3}{g}
\mono{NH$_4$Cl}                                               {1.0}{g}
\mono{NaCl}                                                  {40.0}{g}
\mono{KCl}                                                    {0.1}{g}
\mono{CaCl$_2$}                                               {0.1}{g}
\mono{Yeast extract}                                          {2.0}{g}
\mono{Trace minerals (see Medium No. [151])}                 {10.0}{ml}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Distilled water}                                      {900.0}{ml}
\chu{Mix ingredients and adjust pH to 7.0.  Distribute 0.9 volume of the medium into tubes (e.g., 4.5 ml of the medium in the Hungate tubes) under a
N$_2$--CO$_2$ (4:1, v/v) gas mixture, seal with butyl rubber stoppers and
autoclave.}

\chu{To complete the medium, add the following stock solutions [Filter--sterilize
NaHCO$_3$ solution and store under a N$_2$--CO$_2$ (4:1, v/v) gas mixture.  The other
solutions are autoclaved and stored anaerobically under a N$_2$ atmosphere] to
the medium (per 4.5 ml):}

\mono{15\% MgCl$_2$$\cdot$6H$_2$O solution}                   {0.1}{ml}
\mono{5\% NaHCO$_3$ solution}                                 {0.3}{ml}
\mono{2\% Na$_2$S$\cdot$9H$_2$O solution}                     {0.1}{ml}
     
"
569,"YEAST EXTRACT--MALT EXTRACT AGAR (ISP--2) WITH ARTIFICIAL SEAWATER","\mono{Yeast extract (BD-Difco)}                                  {4.0}{g}
\mono{Malt extract (BD-Difco)}                                  {10.0}{g}
\mono{Glucose}                                                {4.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Artificial seawater}                                    {1.0}{L}
\chu{Adjust pH to 7.3.}
     
"
568,"ROSEOSPIRA MEDIUM","\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {1.5}{g}
\mono{NaCl}                                                  {20.0}{g}
\mono{NH$_4$Cl}                                               {0.6}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.15\hspace{-0.5em}}{g}
\mono{Sodium pyruvate}                                        {3.0}{g}
\mono{Yeast extract}                                          {0.4}{g}
\mono{Ferric citrate (0.1\%, w/v)}                            {5.0}{ml}
\mono{Micronutrient solution (SL7) (see below)}               {1.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 6.8.}

\chu{After autoclaving, add 1.0 ml of vitamin B$_1$$_2$ solution (2 mg/ml), 0.1\% (final) of NaHCO$_3$ and 2.0 mM (final) of Na$_2$S$_2$O$_3$.}

\chu{\sfi Micronutrient solution (SL7):}
\mono{HCl (25\%, v/v)}                                        {1.0}{ml}
\mono{ZnCl$_2$}                                              {70.0}{mg}
\mono{MnCl$_2$$\cdot$4H$_2$O}                               {100.0}{mg}
\mono{H$_3$BO$_3$}                                           {60.0}{mg}
\mono{CoCl$_2$$\cdot$6H$_2$O}                               {200.0}{mg}
\mono{CuCl$_2$$\cdot$2H$_2$O}                                {20.0}{mg}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                {20.0}{mg}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                           {40.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
551,"DESULFOVIBRIO MARINUS MEDIUM","\chu{Use Medium No. [549] supplemented with final 50.0 g/L NaCl.}
     
"
552,"SULFATE REDUCING BACTERIUM MEDIUM WITH LACTATE","\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{NH$_4$Cl}                                               {1.0}{g}
\mono{Na$_2$SO$_4$}                                           {1.0}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.1}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {2.0}{g}
\mono{NaCl}                                                  {10.0}{g}
\mono{Yeast extract (BD-Difco)}                               {0.5}{g}
\mono{Vitamin solution (see below)}                           {1.0}{ml}
\mono{FeCl$_2$ solution (see Medium No. [187])}               {1.0}{ml}
\mono{Trace element solution (see Medium No. [187])}          {1.0}{ml}
\mono{L--Sodium lactate}                                      {2.3}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{L--Cysteine$\cdot$H$_2$O$\cdot$HCl}                     {0.5}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix ingredients except L--sodium lactate and L--cysteine$\cdot$H$_2$O$\cdot$HCl,
adjust pH to 7.5 and autoclave under a N$_2$ atmosphere.  Separately autoclave
L--sodium lactate and L--cysteine$\cdot$H$_2$O$\cdot$HCl in 10 ml distilled water under a N$_2$
atmosphere and add to the medium.  Readjust pH to 7.5 with 1 N NaOH (from a
sterile stock solution).}
\chu{For preparation of solid medium, add 15 g/L agar (BD-Difco).}

\chu{\sfi Vitamin solution:}
\mono{Biotin}                                                {10.0}{$\mu$g}
\mono{{\sfi p}--Aminobenzoic acid}                           {40.0}{$\mu$g}
\mono{Nicotinic acid}                                       {100.0}{$\mu$g}
\mono{Distilled water}                                        {1.0}{L}
     
"
553,"SULFATE REDUCING BACTERIUM MEDIUM WITH PYRUVATE","\chu{Use Medium No. [552] supplemented with final 30.0 g/L NaCl, replacing sodium lactate with 1.9 g/L sodium pyruvate.  Adjust pH to 6.7.}
     
"
554,"TRICHLOROBACTER MEDIA (TTFA)","\mono{Sodium fumarate (adjust pH to 7.0)}                     {1.16}{g}
\mono{KH$_2$PO$_4$ (dissolve first, adjust pH to 7.0)         {0.2}{g}
\mono{NH$_4$Cl}                                               {0.3}{g}
\mono{NaCl}                                                   {1.0}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.5}{g}
\mono{KCl}                                                    {0.3}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.015}{g}
\mono{Sodium acetate}                                         {0.68}{g}
\mono{SL10 elements (see below)                               {1.0}{ml}
\mono{Selenite--tungstate solution (see below)}               {1.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{\sfi SL10 elements:}
\mono{FeCl$_2$$\cdot$4H$_2$O}                                 {1.5}{g}
\mono{CoCl$_2$$\cdot$6H$_2$O}                                 {0.190}{g}
\mono{MnCl$_2$$\cdot$4H$_2$O}                                 {0.100}{g}
\mono{ZnCl$_2$}                                               {0.070}{g}
\mono{Na$_2$MoO$_4$$\cdot$2H$_2$O}                            {0.036}{g}
\mono{NiCl$_2$$\cdot$6H$_2$O}                                 {0.024}{g}
\mono{CuCl$_2$$\cdot$2H$_2$O}                                 {0.002}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{\sfi Selenite--tungstate solution:}
\mono{NaOH}                                                   {0.5}{g}
\mono{Na$_2$SeO$_3$$\cdot$5H$_2$O}                            {0.003}{g}
\mono{Na$_2$WO$_4$$\cdot$2H$_2$O}                             {0.004}{g}
\mono{Distilled water}                                        {1.0}{L}
     
"
555,"SYNTROPHOMONAS MEDIUM WITHOUT SULFATE","\chu{Use Medium No. [519] without sodium sulfate, replacing butyric acid with 1.7 g/L crotonic acid. Otherwise, prepare medium as described in the recipe of Medium No. [519].}
     
"
556,"METHYLOSOMA DIFFICILE MEDIUM","\mono{NaCl}                                                   {0.1}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {0.04\hspace{-0.5em}}{g}
\mono{KCl}                                                    {0.05\hspace{-0.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.015\hspace{-1.0em}}{g}
\mono{Na$_2$SO$_4$}                                           {0.016\hspace{-1.0em}}{g}
\mono{Distilled water}                                      {993.0}{ml}
\chu{Mix components and autoclave.  After cooling, add the following
solutions (autoclaved or filter--sterilized) to the medium:}

\mono{2 M HEPES buffer (pH 7.0)}                              {5.0}{ml}
\mono{1 M Phosphate buffer (pH 7.2, see below)}               {0.15\hspace{-0.5em}}{ml}
\mono{0.09 M KNO$_3$ solution}                                {0.544\hspace{-1.0em}}{ml}
\mono{FeCl$_2$ solution (see Medium No. [187])}               {1.0}{ml}
\mono{Trace element solution (see Medium No. [187])}          {1.0}{ml}
\mono{Vitamin solution (filter--sterilized, see below)}       {1.0}{ml}
\chu{Distribute the culture medium into culture tubes (leave >80\% volume as a gas phase) and
seal with butyl rubber stoppers.}
\chu{Finally, replace the gas phase with 20\% methane and 5\% CO$_2$ in air (by
volume).}

\chu{\sfi 1 M Phosphate buffer:}
\chu{Mix 28 ml of 1 M KH$_2$PO$_4$ and 78 ml of 1 M Na$_2$HPO$_4$ to prepare 100 ml of 1 M
phosphate buffer.}

\chu{\sfi Vitamin solution:}
\mono{Vitamin B$_1$$_2$}                                     {50.0}{mg}
\mono{{\sfi p}--Aminobenzoic acid}                           {50.0}{mg}
\mono{Biotin}                                                {10.0}{mg}
\mono{Nicotinic acid}                                       {100.0}{mg}
\mono{DL--Calcium pantothenate}                              {25.0}{mg}
\mono{Pyridoxine$\cdot$HCl}                                 {250.0}{mg}
\mono{Thiamine$\cdot$HCl}                                    {50.0}{mg}
\mono{Distilled water}                                        {1.0}{L}
     
"
557,"ALKALINE LB AGAR","\mono{Tryptone (BD-Difco)}                                      {10.0}{g}
\mono{Yeast extract (BD-Difco)}                                  {5.0}{g}
\mono{NaCl}                                                  {15.0}{g}
\mono{Na$_2$CO$_3$}                                           {5.0}{g}
\mono{Agar}                                                  {15.0}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Separately sterilize Na$_2$CO$_3$ by filtration and aseptically add to the
medium. Check final pH to be about 8.5.}
     
"
558,"MAGNETOSPIRILLUM MEDIUM (A)","\mono{Na$_2$HPO$_4$}                                          {1.6}{g}
\mono{KH$_2$PO$_4$}                                           {1.0}{g}
\mono{NH$_4$Cl}                                               {0.5}{g}
\mono{K$_2$SO$_4$}                                            {0.06\hspace{-0.5em}}{g}
\mono{KNO$_3$}                                                {0.51\hspace{-0.5em}}{g}
\mono{Trace x 10 solution (see below)}                        {0.1}{ml}
\mono{Se/W solution (see below)}                              {1.0}{ml}
\mono{Mg/Ca solution (see below)}                             {5.0}{ml}
\mono{Na benzoate solution (see below)}                       {2.0}{ml}
\mono{7 Vitamins solution (see below)}                        {0.5}{ml}
\mono{FeSO$_4$ solution (see below)}                          {3.0}{ml}
\mono{Distilled water}                                        {1.0}{L}
\chu{Adjust pH to 7.2 -- 7.4.}

\chu{Separately autoclave Trace x 10 solution, Se/W solution and Mg/Ca
solution, and filter--sterilize Na benzoate solution, 7 vitamins solution and FeSO$_4$ solution.
Aseptically add all solutions to the medium.}

\chu{\sfi Trace x 10 solution:}
\mono{H$_3$BO$_3$}                                            {6.0}{mg}
\mono{CuCl$_2$$\cdot$2H$_2$O}                                 {2.0}{mg}
\mono{Distilled water}                                      {100.0}{ml}
\chu{\sfi Se/W solution:}
\mono{NaOH}                                                   {0.05\hspace{-0.5em}}{g}
\mono{Na$_2$SeO$_3$}                                          {0.2}{mg}
\mono{Na$_2$WO$_4$$\cdot$2H$_2$O}                                           {0.4}{mg}
\mono{Distilled water}                                      {100.0}{ml}
\chu{\sfi Mg/Ca solution:}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {2.0}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.5}{g}
\mono{Distilled water}                                      {100.0}{ml}
\chu{\sfi Na benzoate solution:}
\mono{Sodium benzoate}                                        {7.2}{g}
\mono{Distilled water}                                      {100.0}{ml}
\chu{\sfi 7 Vitamins solution:}
\mono{Vitamin B$_1$$_2$}                                      {4.0}{mg}
\mono{D--Biotin}                                              {2.0}{mg}
\mono{D--Calcium pantothenate}                                {5.0}{mg}
\mono{Thiamine$\cdot$HCl}                                    {10.0}{mg}
\mono{{\sfi p}--Aminobenzoic acid}                           {10.0}{mg}
\mono{Nicotinic acid}                                        {20.0}{mg}
\mono{Pyridoxine$\cdot$HCl}                                  {50.0}{mg}
\mono{Distilled water}                                      {100.0}{ml}
\chu{\sfi FeSO$_4$ solution:}
\mono{EDTA$\cdot$2Na}                                         {0.5}{g}
\mono{FeSO$_4$$\cdot$7H$_2$O}                                 {0.05\hspace{-0.5em}}{g}
\mono{Distilled water}                                      {100.0}{ml}
     
"
559,"1/2 SME MEDIUM","\mono{NaCl}                                                  {13.85}{g}
\mono{MgSO$_4$$\cdot$7H$_2$O}                                 {3.5}{g}
\mono{MgCl$_2$$\cdot$6H$_2$O}                                 {2.75\hspace{-0.5em}}{g}
\mono{KH$_2$PO$_4$}                                           {0.5}{g}
\mono{(NH$_4$)$_2$SO$_4$}                                     {0.25\hspace{-0.5em}}{g}
\mono{KCl}                                                    {0.33\hspace{-0.5em}}{g}
\mono{CaCl$_2$$\cdot$2H$_2$O}                                 {0.38\hspace{-0.5em}}{g}
\mono{NaBr}                                                   {0.05\hspace{-0.5em}}{g}
\mono{H$_3$BO$_3$}                                            {0.015\hspace{-1.0em}}{g}
\mono{SrCl$_2$$\cdot$6H$_2$O}                                 {7.5}{mg}
\mono{KI}                                                     {0.05\hspace{-0.5em}}{mg}
\mono{NaHCO$_3$}                                              {0.16\hspace{-0.5em}}{g}
\mono{Sulfur (powder)}                                       {10.0}{g}
\mono{Resazurin}                                              {1.0}{mg}
\mono{Na$_2$S$\cdot$9H$_2$O}                                  {0.5}{g}
\mono{Distilled water}                                        {1.0}{L}
\chu{Mix ingredients except Na$_2$S$\cdot$9H$_2$O and distribute the medium into culture
vessels under a stream of a N$_2$--CO$_2$ (4:1, v/v) gas mixture.  Add
Na$_2$S$\cdot$9H$_2$O as a 5\% solution, adjust pH to 6.0 and seal with butyl rubber
stoppers.  Autoclave at 110C for 1 hr.  Prior to cultivation, replace the
gas phase with a H$_2$--CO$_2$ (4:1, v/v) gas mixture.  Pressurize the inoculated
bottles to 200 kPa H$_2$--CO$_2$ (4:1, v/v).}
     
"
